time_sec,cost
45.900000000000006,41.72976145995908
46.0,41.5233313613191
46.1,41.32056588862207
46.2,41.12145074476253
46.300000000000004,40.92597083747041
46.400000000000006,40.73411030490683
46.5,40.545852540994595
46.6,40.36118022047489
46.7,40.18007532368114
46.800000000000004,40.00251916102284
46.900000000000006,39.82849239717092
47.0,39.65797507493788
47.1,39.490946638846495
47.2,39.327385958380006
47.300000000000004,39.16727135090887
47.400000000000006,39.01058060428795
47.5,38.85729099912
47.6,38.70737933068018
47.7,38.560821930497916
47.800000000000004,38.4175946875922
47.900000000000006,38.277673069357
48.0,38.14103214209392
48.1,38.00764659118916
48.2,37.877490740932885
48.300000000000004,37.75053857397898
48.400000000000006,37.62676375044335
48.5,37.506139626640056
48.6,37.38863927345375
48.7,37.27423549434813
48.800000000000004,37.16290084301026
48.900000000000006,37.054607640630344
49.0,36.94932799281732
49.1,36.84703380615102
49.2,36.74769680437168
49.300000000000004,36.651288544207326
49.400000000000006,36.55778043084118
49.5,36.467143733019896
49.6,36.379349597804634
49.7,36.294369064967384
49.800000000000004,36.21217308103392
49.900000000000006,36.13273251297637
